host_time_iso,elapsed_s,firmware,board_id,sequence,average,temperature_c,bx_mt,by_mt,bz_mt,status_hex,raw_line
2026-07-15T19:09:58.809,0.547,0.5.2-alpha1a,4,14991,10,31.0700,-0.0700,-0.3000,0.0900,0x91,"$ND280,VER=0.5.2-alpha1a,ID=4,SEQ=14991,AVG=10,CAL=DEFAULT,T=31.07,BX=-0.07,BY=-0.30,BZ=0.09,STATUS=0x91"
2026-07-15T19:10:00.094,1.832,0.5.2-alpha1a,4,14992,10,31.2500,-0.1100,-0.2200,0.1100,0xD1,"$ND280,VER=0.5.2-alpha1a,ID=4,SEQ=14992,AVG=10,CAL=DEFAULT,T=31.25,BX=-0.11,BY=-0.22,BZ=0.11,STATUS=0xD1"
2026-07-15T19:10:01.482,3.220,0.5.2-alpha1a,4,14993,10,31.1000,-0.1100,-0.1500,0.1200,0x11,"$ND280,VER=0.5.2-alpha1a,ID=4,SEQ=14993,AVG=10,CAL=DEFAULT,T=31.10,BX=-0.11,BY=-0.15,BZ=0.12,STATUS=0x11"
2026-07-15T19:10:02.938,4.676,0.5.2-alpha1a,4,14994,10,31.4200,-0.1200,-0.2800,0.1100,0x51,"$ND280,VER=0.5.2-alpha1a,ID=4,SEQ=14994,AVG=10,CAL=DEFAULT,T=31.42,BX=-0.12,BY=-0.28,BZ=0.11,STATUS=0x51"
2026-07-15T19:10:04.292,6.029,0.5.2-alpha1a,4,14995,10,31.4500,-0.1300,-0.2800,0.1300,0x91,"$ND280,VER=0.5.2-alpha1a,ID=4,SEQ=14995,AVG=10,CAL=DEFAULT,T=31.45,BX=-0.13,BY=-0.28,BZ=0.13,STATUS=0x91"
2026-07-15T19:10:05.719,7.457,0.5.2-alpha1a,4,14996,10,31.1800,-0.1100,-0.2100,0.1300,0xD1,"$ND280,VER=0.5.2-alpha1a,ID=4,SEQ=14996,AVG=10,CAL=DEFAULT,T=31.18,BX=-0.11,BY=-0.21,BZ=0.13,STATUS=0xD1"
2026-07-15T19:10:07.132,8.870,0.5.2-alpha1a,4,14997,10,31.0500,-0.1600,-0.2800,0.1100,0x11,"$ND280,VER=0.5.2-alpha1a,ID=4,SEQ=14997,AVG=10,CAL=DEFAULT,T=31.05,BX=-0.16,BY=-0.28,BZ=0.11,STATUS=0x11"
2026-07-15T19:10:08.402,10.140,0.5.2-alpha1a,4,14998,10,31.5800,-0.1100,-0.2200,0.0800,0x51,"$ND280,VER=0.5.2-alpha1a,ID=4,SEQ=14998,AVG=10,CAL=DEFAULT,T=31.58,BX=-0.11,BY=-0.22,BZ=0.08,STATUS=0x51"
2026-07-15T19:10:09.785,11.522,0.5.2-alpha1a,4,14999,10,31.1000,-0.0400,-0.3400,0.1200,0x91,"$ND280,VER=0.5.2-alpha1a,ID=4,SEQ=14999,AVG=10,CAL=DEFAULT,T=31.10,BX=-0.04,BY=-0.34,BZ=0.12,STATUS=0x91"
2026-07-15T19:10:11.204,12.942,0.5.2-alpha1a,4,15000,10,31.4500,-0.0800,-0.2500,0.1700,0xD1,"$ND280,VER=0.5.2-alpha1a,ID=4,SEQ=15000,AVG=10,CAL=DEFAULT,T=31.45,BX=-0.08,BY=-0.25,BZ=0.17,STATUS=0xD1"
2026-07-15T19:10:12.614,14.352,0.5.2-alpha1a,4,15001,10,31.3300,0.0000,-0.3300,0.0400,0x11,"$ND280,VER=0.5.2-alpha1a,ID=4,SEQ=15001,AVG=10,CAL=DEFAULT,T=31.33,BX=0.00,BY=-0.33,BZ=0.04,STATUS=0x11"
2026-07-15T19:10:14.057,15.795,0.5.2-alpha1a,4,15002,10,31.5500,-0.0700,-0.3000,0.1300,0x51,"$ND280,VER=0.5.2-alpha1a,ID=4,SEQ=15002,AVG=10,CAL=DEFAULT,T=31.55,BX=-0.07,BY=-0.30,BZ=0.13,STATUS=0x51"
2026-07-15T19:10:15.317,17.055,0.5.2-alpha1a,4,15003,10,31.7800,-0.0800,-0.2600,0.1300,0x91,"$ND280,VER=0.5.2-alpha1a,ID=4,SEQ=15003,AVG=10,CAL=DEFAULT,T=31.78,BX=-0.08,BY=-0.26,BZ=0.13,STATUS=0x91"
2026-07-15T19:10:16.701,18.439,0.5.2-alpha1a,4,15004,10,31.2000,-0.1100,-0.3300,0.1200,0xD1,"$ND280,VER=0.5.2-alpha1a,ID=4,SEQ=15004,AVG=10,CAL=DEFAULT,T=31.20,BX=-0.11,BY=-0.33,BZ=0.12,STATUS=0xD1"
2026-07-15T19:10:18.111,19.849,0.5.2-alpha1a,4,15005,10,31.0700,-0.0300,-0.2600,0.1200,0x11,"$ND280,VER=0.5.2-alpha1a,ID=4,SEQ=15005,AVG=10,CAL=DEFAULT,T=31.07,BX=-0.03,BY=-0.26,BZ=0.12,STATUS=0x11"
2026-07-15T19:10:19.548,21.285,0.5.2-alpha1a,4,15006,10,31.4500,-0.1500,-0.3000,0.1300,0x51,"$ND280,VER=0.5.2-alpha1a,ID=4,SEQ=15006,AVG=10,CAL=DEFAULT,T=31.45,BX=-0.15,BY=-0.30,BZ=0.13,STATUS=0x51"
2026-07-15T19:10:20.959,22.696,0.5.2-alpha1a,4,15007,10,31.3700,-0.0700,-0.2600,0.0800,0x91,"$ND280,VER=0.5.2-alpha1a,ID=4,SEQ=15007,AVG=10,CAL=DEFAULT,T=31.37,BX=-0.07,BY=-0.26,BZ=0.08,STATUS=0x91"
2026-07-15T19:10:22.238,23.976,0.5.2-alpha1a,4,15008,10,31.1800,-0.0600,-0.2600,0.1200,0xD1,"$ND280,VER=0.5.2-alpha1a,ID=4,SEQ=15008,AVG=10,CAL=DEFAULT,T=31.18,BX=-0.06,BY=-0.26,BZ=0.12,STATUS=0xD1"
2026-07-15T19:10:23.622,25.359,0.5.2-alpha1a,4,15009,10,31.2800,-0.0400,-0.2600,0.1100,0x11,"$ND280,VER=0.5.2-alpha1a,ID=4,SEQ=15009,AVG=10,CAL=DEFAULT,T=31.28,BX=-0.04,BY=-0.26,BZ=0.11,STATUS=0x11"
2026-07-15T19:10:25.041,26.779,0.5.2-alpha1a,4,15010,10,31.5500,-0.1100,-0.2800,0.1600,0x51,"$ND280,VER=0.5.2-alpha1a,ID=4,SEQ=15010,AVG=10,CAL=DEFAULT,T=31.55,BX=-0.11,BY=-0.28,BZ=0.16,STATUS=0x51"
2026-07-15T19:10:26.442,28.179,0.5.2-alpha1a,4,15011,10,31.3800,-0.1600,-0.3300,0.1100,0x91,"$ND280,VER=0.5.2-alpha1a,ID=4,SEQ=15011,AVG=10,CAL=DEFAULT,T=31.38,BX=-0.16,BY=-0.33,BZ=0.11,STATUS=0x91"
2026-07-15T19:10:27.850,29.587,0.5.2-alpha1a,4,15012,10,31.5200,-0.0900,-0.2000,0.1100,0xD1,"$ND280,VER=0.5.2-alpha1a,ID=4,SEQ=15012,AVG=10,CAL=DEFAULT,T=31.52,BX=-0.09,BY=-0.20,BZ=0.11,STATUS=0xD1"
2026-07-15T19:10:29.281,31.018,0.5.2-alpha1a,4,15013,10,30.9700,-0.0900,-0.3400,0.0800,0x11,"$ND280,VER=0.5.2-alpha1a,ID=4,SEQ=15013,AVG=10,CAL=DEFAULT,T=30.97,BX=-0.09,BY=-0.34,BZ=0.08,STATUS=0x11"
2026-07-15T19:10:30.550,32.288,0.5.2-alpha1a,4,15014,10,31.6500,-0.0800,-0.3300,0.1300,0x51,"$ND280,VER=0.5.2-alpha1a,ID=4,SEQ=15014,AVG=10,CAL=DEFAULT,T=31.65,BX=-0.08,BY=-0.33,BZ=0.13,STATUS=0x51"
2026-07-15T19:10:31.928,33.666,0.5.2-alpha1a,4,15015,10,31.1200,-0.1200,-0.3500,0.1500,0x91,"$ND280,VER=0.5.2-alpha1a,ID=4,SEQ=15015,AVG=10,CAL=DEFAULT,T=31.12,BX=-0.12,BY=-0.35,BZ=0.15,STATUS=0x91"
2026-07-15T19:10:33.337,35.075,0.5.2-alpha1a,4,15016,10,31.2800,-0.1100,-0.3300,0.1200,0xD1,"$ND280,VER=0.5.2-alpha1a,ID=4,SEQ=15016,AVG=10,CAL=DEFAULT,T=31.28,BX=-0.11,BY=-0.33,BZ=0.12,STATUS=0xD1"
2026-07-15T19:10:34.756,36.493,0.5.2-alpha1a,4,15017,10,31.4200,-0.1500,-0.2600,0.0900,0x11,"$ND280,VER=0.5.2-alpha1a,ID=4,SEQ=15017,AVG=10,CAL=DEFAULT,T=31.42,BX=-0.15,BY=-0.26,BZ=0.09,STATUS=0x11"
2026-07-15T19:10:36.211,37.949,0.5.2-alpha1a,4,15018,10,31.4500,-0.1100,-0.3300,0.1300,0x51,"$ND280,VER=0.5.2-alpha1a,ID=4,SEQ=15018,AVG=10,CAL=DEFAULT,T=31.45,BX=-0.11,BY=-0.33,BZ=0.13,STATUS=0x51"
2026-07-15T19:10:37.465,39.203,0.5.2-alpha1a,4,15019,10,31.3300,-0.0300,-0.2400,0.1200,0x91,"$ND280,VER=0.5.2-alpha1a,ID=4,SEQ=15019,AVG=10,CAL=DEFAULT,T=31.33,BX=-0.03,BY=-0.24,BZ=0.12,STATUS=0x91"
2026-07-15T19:10:38.849,40.586,0.5.2-alpha1a,4,15020,10,31.4200,-0.1100,-0.3200,0.1200,0xD1,"$ND280,VER=0.5.2-alpha1a,ID=4,SEQ=15020,AVG=10,CAL=DEFAULT,T=31.42,BX=-0.11,BY=-0.32,BZ=0.12,STATUS=0xD1"
2026-07-15T19:10:40.255,41.993,0.5.2-alpha1a,4,15021,10,31.5800,-0.0700,-0.2400,0.1200,0x11,"$ND280,VER=0.5.2-alpha1a,ID=4,SEQ=15021,AVG=10,CAL=DEFAULT,T=31.58,BX=-0.07,BY=-0.24,BZ=0.12,STATUS=0x11"
2026-07-15T19:10:41.697,43.435,0.5.2-alpha1a,4,15022,10,31.3200,-0.0800,-0.2800,0.1500,0x51,"$ND280,VER=0.5.2-alpha1a,ID=4,SEQ=15022,AVG=10,CAL=DEFAULT,T=31.32,BX=-0.08,BY=-0.28,BZ=0.15,STATUS=0x51"
2026-07-15T19:10:43.107,44.845,0.5.2-alpha1a,4,15023,10,31.2800,-0.1100,-0.2900,0.0800,0x91,"$ND280,VER=0.5.2-alpha1a,ID=4,SEQ=15023,AVG=10,CAL=DEFAULT,T=31.28,BX=-0.11,BY=-0.29,BZ=0.08,STATUS=0x91"
2026-07-15T19:10:44.387,46.125,0.5.2-alpha1a,4,15024,10,31.3300,-0.1600,-0.3400,0.0800,0xD1,"$ND280,VER=0.5.2-alpha1a,ID=4,SEQ=15024,AVG=10,CAL=DEFAULT,T=31.33,BX=-0.16,BY=-0.34,BZ=0.08,STATUS=0xD1"
2026-07-15T19:10:45.771,47.509,0.5.2-alpha1a,4,15025,10,31.6300,-0.0600,-0.2600,0.1900,0x11,"$ND280,VER=0.5.2-alpha1a,ID=4,SEQ=15025,AVG=10,CAL=DEFAULT,T=31.63,BX=-0.06,BY=-0.26,BZ=0.19,STATUS=0x11"
2026-07-15T19:10:47.175,48.912,0.5.2-alpha1a,4,15026,10,31.5000,-0.0800,-0.2400,0.1300,0x51,"$ND280,VER=0.5.2-alpha1a,ID=4,SEQ=15026,AVG=10,CAL=DEFAULT,T=31.50,BX=-0.08,BY=-0.24,BZ=0.13,STATUS=0x51"
2026-07-15T19:10:48.608,50.345,0.5.2-alpha1a,4,15027,10,31.2300,-0.0400,-0.3300,0.1100,0x91,"$ND280,VER=0.5.2-alpha1a,ID=4,SEQ=15027,AVG=10,CAL=DEFAULT,T=31.23,BX=-0.04,BY=-0.33,BZ=0.11,STATUS=0x91"
2026-07-15T19:10:50.040,51.778,0.5.2-alpha1a,4,15028,10,31.5800,-0.0800,-0.2900,0.0800,0xD1,"$ND280,VER=0.5.2-alpha1a,ID=4,SEQ=15028,AVG=10,CAL=DEFAULT,T=31.58,BX=-0.08,BY=-0.29,BZ=0.08,STATUS=0xD1"
2026-07-15T19:10:51.308,53.045,0.5.2-alpha1a,4,15029,10,31.2000,-0.1300,-0.2800,0.0900,0x11,"$ND280,VER=0.5.2-alpha1a,ID=4,SEQ=15029,AVG=10,CAL=DEFAULT,T=31.20,BX=-0.13,BY=-0.28,BZ=0.09,STATUS=0x11"
2026-07-15T19:10:52.692,54.429,0.5.2-alpha1a,4,15030,10,31.3700,-0.0700,-0.3200,0.0800,0x51,"$ND280,VER=0.5.2-alpha1a,ID=4,SEQ=15030,AVG=10,CAL=DEFAULT,T=31.37,BX=-0.07,BY=-0.32,BZ=0.08,STATUS=0x51"
2026-07-15T19:10:54.083,55.821,0.5.2-alpha1a,4,15031,10,31.2500,-0.0800,-0.2800,0.1500,0x91,"$ND280,VER=0.5.2-alpha1a,ID=4,SEQ=15031,AVG=10,CAL=DEFAULT,T=31.25,BX=-0.08,BY=-0.28,BZ=0.15,STATUS=0x91"
2026-07-15T19:10:55.513,57.250,0.5.2-alpha1a,4,15032,10,31.3800,-0.1100,-0.2500,0.1300,0xD1,"$ND280,VER=0.5.2-alpha1a,ID=4,SEQ=15032,AVG=10,CAL=DEFAULT,T=31.38,BX=-0.11,BY=-0.25,BZ=0.13,STATUS=0xD1"
2026-07-15T19:10:56.948,58.686,0.5.2-alpha1a,4,15033,10,31.2800,-0.0700,-0.3500,0.1100,0x11,"$ND280,VER=0.5.2-alpha1a,ID=4,SEQ=15033,AVG=10,CAL=DEFAULT,T=31.28,BX=-0.07,BY=-0.35,BZ=0.11,STATUS=0x11"
2026-07-15T19:10:58.355,60.092,0.5.2-alpha1a,4,15034,10,31.1000,-0.0800,-0.2900,0.1100,0x51,"$ND280,VER=0.5.2-alpha1a,ID=4,SEQ=15034,AVG=10,CAL=DEFAULT,T=31.10,BX=-0.08,BY=-0.29,BZ=0.11,STATUS=0x51"
2026-07-15T19:10:59.616,61.354,0.5.2-alpha1a,4,15035,10,31.4700,-0.0700,-0.2500,0.0900,0x91,"$ND280,VER=0.5.2-alpha1a,ID=4,SEQ=15035,AVG=10,CAL=DEFAULT,T=31.47,BX=-0.07,BY=-0.25,BZ=0.09,STATUS=0x91"
2026-07-15T19:11:00.996,62.733,0.5.2-alpha1a,4,15036,10,31.0500,-0.0800,-0.2600,0.1300,0xD1,"$ND280,VER=0.5.2-alpha1a,ID=4,SEQ=15036,AVG=10,CAL=DEFAULT,T=31.05,BX=-0.08,BY=-0.26,BZ=0.13,STATUS=0xD1"
2026-07-15T19:11:02.421,64.158,0.5.2-alpha1a,4,15037,10,31.1000,-0.0800,-0.2900,0.1200,0x11,"$ND280,VER=0.5.2-alpha1a,ID=4,SEQ=15037,AVG=10,CAL=DEFAULT,T=31.10,BX=-0.08,BY=-0.29,BZ=0.12,STATUS=0x11"
2026-07-15T19:11:03.863,65.601,0.5.2-alpha1a,4,15038,10,31.7700,-0.0900,-0.2600,0.1200,0x51,"$ND280,VER=0.5.2-alpha1a,ID=4,SEQ=15038,AVG=10,CAL=DEFAULT,T=31.77,BX=-0.09,BY=-0.26,BZ=0.12,STATUS=0x51"
2026-07-15T19:11:05.149,66.887,0.5.2-alpha1a,4,15039,10,31.2500,-0.0600,-0.3300,0.0900,0x91,"$ND280,VER=0.5.2-alpha1a,ID=4,SEQ=15039,AVG=10,CAL=DEFAULT,T=31.25,BX=-0.06,BY=-0.33,BZ=0.09,STATUS=0x91"
2026-07-15T19:11:06.533,68.271,0.5.2-alpha1a,4,15040,10,31.4700,-0.1500,-0.2900,0.0900,0xD1,"$ND280,VER=0.5.2-alpha1a,ID=4,SEQ=15040,AVG=10,CAL=DEFAULT,T=31.47,BX=-0.15,BY=-0.29,BZ=0.09,STATUS=0xD1"
2026-07-15T19:11:07.917,69.654,0.5.2-alpha1a,4,15041,10,31.2800,-0.0800,-0.2600,0.0700,0x11,"$ND280,VER=0.5.2-alpha1a,ID=4,SEQ=15041,AVG=10,CAL=DEFAULT,T=31.28,BX=-0.08,BY=-0.26,BZ=0.07,STATUS=0x11"
2026-07-15T19:11:09.342,71.079,0.5.2-alpha1a,4,15042,10,31.2000,-0.0900,-0.2800,0.1200,0x51,"$ND280,VER=0.5.2-alpha1a,ID=4,SEQ=15042,AVG=10,CAL=DEFAULT,T=31.20,BX=-0.09,BY=-0.28,BZ=0.12,STATUS=0x51"
2026-07-15T19:11:10.772,72.509,0.5.2-alpha1a,4,15043,10,31.6000,-0.1600,-0.3200,0.1300,0x91,"$ND280,VER=0.5.2-alpha1a,ID=4,SEQ=15043,AVG=10,CAL=DEFAULT,T=31.60,BX=-0.16,BY=-0.32,BZ=0.13,STATUS=0x91"
2026-07-15T19:11:12.183,73.921,0.5.2-alpha1a,4,15044,10,31.2300,-0.0400,-0.3200,0.0800,0xD1,"$ND280,VER=0.5.2-alpha1a,ID=4,SEQ=15044,AVG=10,CAL=DEFAULT,T=31.23,BX=-0.04,BY=-0.32,BZ=0.08,STATUS=0xD1"
2026-07-15T19:11:13.457,75.194,0.5.2-alpha1a,4,15045,10,31.1800,-0.1300,-0.3000,0.1100,0x11,"$ND280,VER=0.5.2-alpha1a,ID=4,SEQ=15045,AVG=10,CAL=DEFAULT,T=31.18,BX=-0.13,BY=-0.30,BZ=0.11,STATUS=0x11"
2026-07-15T19:11:14.838,76.575,0.5.2-alpha1a,4,15046,10,31.3200,-0.0900,-0.3200,0.1300,0x51,"$ND280,VER=0.5.2-alpha1a,ID=4,SEQ=15046,AVG=10,CAL=DEFAULT,T=31.32,BX=-0.09,BY=-0.32,BZ=0.13,STATUS=0x51"
2026-07-15T19:11:16.252,77.990,0.5.2-alpha1a,4,15047,10,31.4500,-0.1500,-0.2800,0.0900,0x91,"$ND280,VER=0.5.2-alpha1a,ID=4,SEQ=15047,AVG=10,CAL=DEFAULT,T=31.45,BX=-0.15,BY=-0.28,BZ=0.09,STATUS=0x91"
2026-07-15T19:11:17.692,79.429,0.5.2-alpha1a,4,15048,10,31.1800,0.0000,-0.2600,0.0700,0xD1,"$ND280,VER=0.5.2-alpha1a,ID=4,SEQ=15048,AVG=10,CAL=DEFAULT,T=31.18,BX=0.00,BY=-0.26,BZ=0.07,STATUS=0xD1"
2026-07-15T19:11:19.106,80.843,0.5.2-alpha1a,4,15049,10,31.2800,-0.1300,-0.1700,0.0900,0x11,"$ND280,VER=0.5.2-alpha1a,ID=4,SEQ=15049,AVG=10,CAL=DEFAULT,T=31.28,BX=-0.13,BY=-0.17,BZ=0.09,STATUS=0x11"
2026-07-15T19:11:20.372,82.109,0.5.2-alpha1a,4,15050,10,31.3200,-0.0900,-0.2400,0.1100,0x51,"$ND280,VER=0.5.2-alpha1a,ID=4,SEQ=15050,AVG=10,CAL=DEFAULT,T=31.32,BX=-0.09,BY=-0.24,BZ=0.11,STATUS=0x51"
2026-07-15T19:11:21.756,83.493,0.5.2-alpha1a,4,15051,10,31.3200,-0.0700,-0.3200,0.1100,0x91,"$ND280,VER=0.5.2-alpha1a,ID=4,SEQ=15051,AVG=10,CAL=DEFAULT,T=31.32,BX=-0.07,BY=-0.32,BZ=0.11,STATUS=0x91"
2026-07-15T19:11:23.154,84.891,0.5.2-alpha1a,4,15052,10,31.4700,-0.0400,-0.2900,0.1300,0xD1,"$ND280,VER=0.5.2-alpha1a,ID=4,SEQ=15052,AVG=10,CAL=DEFAULT,T=31.47,BX=-0.04,BY=-0.29,BZ=0.13,STATUS=0xD1"
2026-07-15T19:11:24.585,86.322,0.5.2-alpha1a,4,15053,10,31.1800,-0.0600,-0.3200,0.1700,0x11,"$ND280,VER=0.5.2-alpha1a,ID=4,SEQ=15053,AVG=10,CAL=DEFAULT,T=31.18,BX=-0.06,BY=-0.32,BZ=0.17,STATUS=0x11"
2026-07-15T19:11:26.003,87.741,0.5.2-alpha1a,4,15054,10,31.2000,-0.1500,-0.2600,0.1100,0x51,"$ND280,VER=0.5.2-alpha1a,ID=4,SEQ=15054,AVG=10,CAL=DEFAULT,T=31.20,BX=-0.15,BY=-0.26,BZ=0.11,STATUS=0x51"
2026-07-15T19:11:27.422,89.159,0.5.2-alpha1a,4,15055,10,31.4200,-0.0600,-0.3300,0.1600,0x91,"$ND280,VER=0.5.2-alpha1a,ID=4,SEQ=15055,AVG=10,CAL=DEFAULT,T=31.42,BX=-0.06,BY=-0.33,BZ=0.16,STATUS=0x91"
2026-07-15T19:11:28.676,90.414,0.5.2-alpha1a,4,15056,10,31.3300,-0.1700,-0.2900,0.1200,0xD1,"$ND280,VER=0.5.2-alpha1a,ID=4,SEQ=15056,AVG=10,CAL=DEFAULT,T=31.33,BX=-0.17,BY=-0.29,BZ=0.12,STATUS=0xD1"
2026-07-15T19:11:30.060,91.798,0.5.2-alpha1a,4,15057,10,31.1000,-0.1100,-0.2800,0.1900,0x11,"$ND280,VER=0.5.2-alpha1a,ID=4,SEQ=15057,AVG=10,CAL=DEFAULT,T=31.10,BX=-0.11,BY=-0.28,BZ=0.19,STATUS=0x11"
2026-07-15T19:11:31.489,93.226,0.5.2-alpha1a,4,15058,10,31.0200,-0.0400,-0.2500,0.1300,0x51,"$ND280,VER=0.5.2-alpha1a,ID=4,SEQ=15058,AVG=10,CAL=DEFAULT,T=31.02,BX=-0.04,BY=-0.25,BZ=0.13,STATUS=0x51"
2026-07-15T19:11:32.909,94.646,0.5.2-alpha1a,4,15059,10,30.9700,-0.1600,-0.2100,0.0700,0x91,"$ND280,VER=0.5.2-alpha1a,ID=4,SEQ=15059,AVG=10,CAL=DEFAULT,T=30.97,BX=-0.16,BY=-0.21,BZ=0.07,STATUS=0x91"
2026-07-15T19:11:34.323,96.061,0.5.2-alpha1a,4,15060,10,31.0200,-0.0400,-0.2900,0.1600,0xD1,"$ND280,VER=0.5.2-alpha1a,ID=4,SEQ=15060,AVG=10,CAL=DEFAULT,T=31.02,BX=-0.04,BY=-0.29,BZ=0.16,STATUS=0xD1"
2026-07-15T19:11:35.600,97.337,0.5.2-alpha1a,4,15061,10,31.5200,-0.1200,-0.3200,0.0900,0x11,"$ND280,VER=0.5.2-alpha1a,ID=4,SEQ=15061,AVG=10,CAL=DEFAULT,T=31.52,BX=-0.12,BY=-0.32,BZ=0.09,STATUS=0x11"
2026-07-15T19:11:36.982,98.719,0.5.2-alpha1a,4,15062,10,31.3200,-0.0400,-0.2800,0.1100,0x51,"$ND280,VER=0.5.2-alpha1a,ID=4,SEQ=15062,AVG=10,CAL=DEFAULT,T=31.32,BX=-0.04,BY=-0.28,BZ=0.11,STATUS=0x51"
2026-07-15T19:11:38.388,100.125,0.5.2-alpha1a,4,15063,10,31.2000,-0.0700,-0.3500,0.0600,0x91,"$ND280,VER=0.5.2-alpha1a,ID=4,SEQ=15063,AVG=10,CAL=DEFAULT,T=31.20,BX=-0.07,BY=-0.35,BZ=0.06,STATUS=0x91"
2026-07-15T19:11:39.831,101.568,0.5.2-alpha1a,4,15064,10,31.1000,0.0000,-0.2500,0.1100,0xD1,"$ND280,VER=0.5.2-alpha1a,ID=4,SEQ=15064,AVG=10,CAL=DEFAULT,T=31.10,BX=0.00,BY=-0.25,BZ=0.11,STATUS=0xD1"
2026-07-15T19:11:41.228,102.965,0.5.2-alpha1a,4,15065,10,31.2000,-0.1100,-0.2900,0.0900,0x11,"$ND280,VER=0.5.2-alpha1a,ID=4,SEQ=15065,AVG=10,CAL=DEFAULT,T=31.20,BX=-0.11,BY=-0.29,BZ=0.09,STATUS=0x11"
2026-07-15T19:11:42.518,104.255,0.5.2-alpha1a,4,15066,10,31.2000,-0.0400,-0.2900,0.1100,0x51,"$ND280,VER=0.5.2-alpha1a,ID=4,SEQ=15066,AVG=10,CAL=DEFAULT,T=31.20,BX=-0.04,BY=-0.29,BZ=0.11,STATUS=0x51"
2026-07-15T19:11:43.901,105.638,0.5.2-alpha1a,4,15067,10,31.3200,-0.1100,-0.2800,0.1500,0x91,"$ND280,VER=0.5.2-alpha1a,ID=4,SEQ=15067,AVG=10,CAL=DEFAULT,T=31.32,BX=-0.11,BY=-0.28,BZ=0.15,STATUS=0x91"
2026-07-15T19:11:45.308,107.045,0.5.2-alpha1a,4,15068,10,31.2300,-0.1500,-0.3500,0.1300,0xD1,"$ND280,VER=0.5.2-alpha1a,ID=4,SEQ=15068,AVG=10,CAL=DEFAULT,T=31.23,BX=-0.15,BY=-0.35,BZ=0.13,STATUS=0xD1"
2026-07-15T19:11:46.737,108.474,0.5.2-alpha1a,4,15069,10,31.0200,-0.0700,-0.2200,0.1200,0x11,"$ND280,VER=0.5.2-alpha1a,ID=4,SEQ=15069,AVG=10,CAL=DEFAULT,T=31.02,BX=-0.07,BY=-0.22,BZ=0.12,STATUS=0x11"
2026-07-15T19:11:48.143,109.880,0.5.2-alpha1a,4,15070,10,31.3200,-0.0600,-0.3000,0.1500,0x51,"$ND280,VER=0.5.2-alpha1a,ID=4,SEQ=15070,AVG=10,CAL=DEFAULT,T=31.32,BX=-0.06,BY=-0.30,BZ=0.15,STATUS=0x51"
2026-07-15T19:11:49.568,111.305,0.5.2-alpha1a,4,15071,10,31.2500,-0.0800,-0.3200,0.1200,0x91,"$ND280,VER=0.5.2-alpha1a,ID=4,SEQ=15071,AVG=10,CAL=DEFAULT,T=31.25,BX=-0.08,BY=-0.32,BZ=0.12,STATUS=0x91"
2026-07-15T19:11:50.824,112.561,0.5.2-alpha1a,4,15072,10,31.1500,-0.0600,-0.2800,0.1900,0xD1,"$ND280,VER=0.5.2-alpha1a,ID=4,SEQ=15072,AVG=10,CAL=DEFAULT,T=31.15,BX=-0.06,BY=-0.28,BZ=0.19,STATUS=0xD1"
2026-07-15T19:11:52.214,113.951,0.5.2-alpha1a,4,15073,10,30.7200,0.0400,-0.3700,0.1100,0x11,"$ND280,VER=0.5.2-alpha1a,ID=4,SEQ=15073,AVG=10,CAL=DEFAULT,T=30.72,BX=0.04,BY=-0.37,BZ=0.11,STATUS=0x11"
2026-07-15T19:11:53.624,115.361,0.5.2-alpha1a,4,15074,10,31.1000,-0.0900,-0.2400,0.0800,0x51,"$ND280,VER=0.5.2-alpha1a,ID=4,SEQ=15074,AVG=10,CAL=DEFAULT,T=31.10,BX=-0.09,BY=-0.24,BZ=0.08,STATUS=0x51"
2026-07-15T19:11:55.060,116.797,0.5.2-alpha1a,4,15075,10,31.4500,-0.0600,-0.3200,0.1500,0x91,"$ND280,VER=0.5.2-alpha1a,ID=4,SEQ=15075,AVG=10,CAL=DEFAULT,T=31.45,BX=-0.06,BY=-0.32,BZ=0.15,STATUS=0x91"
2026-07-15T19:11:56.461,118.198,0.5.2-alpha1a,4,15076,10,31.5000,-0.0300,-0.3200,0.1200,0xD1,"$ND280,VER=0.5.2-alpha1a,ID=4,SEQ=15076,AVG=10,CAL=DEFAULT,T=31.50,BX=-0.03,BY=-0.32,BZ=0.12,STATUS=0xD1"
2026-07-15T19:11:57.749,119.486,0.5.2-alpha1a,4,15077,10,31.3300,-0.0300,-0.3200,0.1200,0x11,"$ND280,VER=0.5.2-alpha1a,ID=4,SEQ=15077,AVG=10,CAL=DEFAULT,T=31.33,BX=-0.03,BY=-0.32,BZ=0.12,STATUS=0x11"
2026-07-15T19:11:59.129,120.866,0.5.2-alpha1a,4,15078,10,30.9400,-0.0600,-0.2800,0.1600,0x51,"$ND280,VER=0.5.2-alpha1a,ID=4,SEQ=15078,AVG=10,CAL=DEFAULT,T=30.94,BX=-0.06,BY=-0.28,BZ=0.16,STATUS=0x51"
2026-07-15T19:12:00.538,122.274,0.5.2-alpha1a,4,15079,10,31.0500,-0.1100,-0.2800,0.0900,0x91,"$ND280,VER=0.5.2-alpha1a,ID=4,SEQ=15079,AVG=10,CAL=DEFAULT,T=31.05,BX=-0.11,BY=-0.28,BZ=0.09,STATUS=0x91"
